"<span class=""search-hit mathjax"">IoT</span>-Aerial Base Station Task Offloading with Risk-Sensitive Reinforcement Learning for Smart Agriculture",https://arxiv.org/pdf/2209.07382
MDE for Machine Learning-Enabled Software Systems: A Case Study and Comparison of MontiAnna &amp; ML-Quadrat,https://arxiv.org/pdf/2209.07282
EaaS: A Service-Oriented Edge Computing Framework Towards Distributed Intelligence,https://arxiv.org/pdf/2209.06613
"Personalized Emotion Detection using <span class=""search-hit mathjax"">IoT</span> and Machine Learning",https://arxiv.org/pdf/2209.06464
"Federated Learning based on Defending Against Data Poisoning Attacks in <span class=""search-hit mathjax"">IoT</span>",https://arxiv.org/pdf/2209.06397
Joint User and Data Detection in Grant-Free NOMA with Attention-based BiLSTM Network,https://arxiv.org/pdf/2209.06392
"Open Source Horizontal <span class=""search-hit mathjax"">IoT</span> Platforms: A Comparative Study on Functional Requirements",https://arxiv.org/pdf/2209.06384
Space-Efficient Random Walks on Streaming Graphs,https://arxiv.org/pdf/2209.06063
"Traffic Prediction and Fast Uplink for Hidden Markov <span class=""search-hit mathjax"">IoT</span> Models",https://arxiv.org/pdf/2209.05939
Bao-Enclave: Virtualization-based Enclaves for Arm,https://arxiv.org/pdf/2209.05572
The digital harms of smart home devices: A systematic literature review,https://arxiv.org/pdf/2209.05458
"Reliable and Resilient AI and <span class=""search-hit mathjax"">IoT</span>-based Personalised Healthcare Services: A Survey",https://arxiv.org/pdf/2209.05457
"Development of an <span class=""search-hit mathjax"">IoT</span>-Based Sleep Apnea Monitoring System for Healthcare Applications",https://arxiv.org/pdf/2209.05449
Age-of-Updates Optimization for UAV-assisted Networks,https://arxiv.org/pdf/2209.05370
Deep Reinforcement Learning for Online Latency Aware Workload Offloading in Mobile Edge Computing,https://arxiv.org/pdf/2209.05191
Stochastic Geometry-based Analysis of Multi-Purpose UAVs for Package and Data Delivery,https://arxiv.org/pdf/2209.05173
"IOTA Tangle 2.0: Toward a Scalable, Decentralized, Smart, and Autonomous <span class=""search-hit mathjax"">IoT</span> Ecosystem",https://arxiv.org/pdf/2209.04959
"Joint Activity Detection and Channel Estimation for Massive <span class=""search-hit mathjax"">IoT</span> Access Based on Millimeter-Wave/Terahertz Multi-Panel Massive MIMO",https://arxiv.org/pdf/2209.04846
"Energy-Efficient Beamforming and Resource Optimization for AmBSC-Assisted Cooperative NOMA <span class=""search-hit mathjax"">IoT</span> Networks",https://arxiv.org/pdf/2209.04829
Air Computing: A Survey on a New Generation Computation Paradigm in 6G Wireless Networks,https://arxiv.org/pdf/2209.04640
"Zydeco-Style Spike Sorting Low Power VLSI Architecture for <span class=""search-hit mathjax"">IoT</span> BCI Implants",https://arxiv.org/pdf/2209.04427
Alignment-based conformance checking over probabilistic events,https://arxiv.org/pdf/2209.04309
"Evaluating the Future Device Security Risk Indicator for Hundreds of <span class=""search-hit mathjax"">IoT</span> Devices",https://arxiv.org/pdf/2209.03826
"Maximizing Consumer Satisfaction of <span class=""search-hit mathjax"">IoT</span> Energy Services",https://arxiv.org/pdf/2209.03619
Machine Learning Sensors for Diagnosis of COVID-19 Disease Using Routine Blood Values for Internet of Things Application,https://arxiv.org/pdf/2209.03522
FasterX: Real-Time Object Detection Based on Edge GPUs for UAV Applications,https://arxiv.org/pdf/2209.03157
RF Fingerprinting Needs Attention: Multi-task Approach for Real-World WiFi and Bluetooth,https://arxiv.org/pdf/2209.03142
Federated Transfer Learning with Multimodal Data,https://arxiv.org/pdf/2209.03137
"An <span class=""search-hit mathjax"">IoT</span>-Enriched Event Log for Process Mining in Smart Factories",https://arxiv.org/pdf/2209.02702
"You Are What You Use: Usage-based Profiling in <span class=""search-hit mathjax"">IoT</span> Environments",https://arxiv.org/pdf/2209.02298
"A Survey on Open-Source-Defined Wireless Networks: Framework, Key Technology, and Implementation",https://arxiv.org/pdf/2209.01891
Impact of 4ir technology and its impact on the current deployment,https://arxiv.org/pdf/2209.01791
"<span class=""search-hit mathjax"">IoT</span> Book Bot",https://arxiv.org/pdf/2209.01641
"Security Best Practices: A Critical Analysis Using <span class=""search-hit mathjax"">IoT</span> as a Case Study",https://arxiv.org/pdf/2209.01285
Deep Learning-based ECG Classification on Raspberry PI using a Tensorflow Lite Model based on PTB-XL Dataset,https://arxiv.org/pdf/2209.00989
"A Dataset and Baseline Approach for Identifying Usage States from Non-Intrusive Power Sensing With MiDAS <span class=""search-hit mathjax"">IoT</span>-based Sensors",https://arxiv.org/pdf/2209.00987
Delay-Tolerant ICN and Its Application to LoRa,https://arxiv.org/pdf/2209.00863
Tweak: Towards Portable Deep Learning Models for Domain-Agnostic LoRa Device Authentication,https://arxiv.org/pdf/2209.00786
A Low-Cost Multi-Agent System for Physical Security in Smart Buildings,https://arxiv.org/pdf/2209.00741
Incremental Online Learning Algorithms Comparison for Gesture and Visual Smart Sensors,https://arxiv.org/pdf/2209.00591
"Authentication, Authorization, and Selective Disclosure for <span class=""search-hit mathjax"">IoT</span> data sharing using Verifiable Credentials and Zero-Knowledge Proofs",https://arxiv.org/pdf/2209.00586
"Deep-Learning-Based Device Fingerprinting for Increased LoRa-<span class=""search-hit mathjax"">IoT</span> Security: Sensitivity to Network Deployment Changes",https://arxiv.org/pdf/2208.14964
An Anonymous Overlay Routing Protocol for Uplink-Intensive Applications,https://arxiv.org/pdf/2208.14920
Energy Efficient Design in IRS-Assisted UAV Data Collection System under Malicious Jamming,https://arxiv.org/pdf/2208.14751
"Ferroelectric FET-based strong physical unclonable function: a low-power, high-reliable and reconfigurable solution for Internet-of-Things security",https://arxiv.org/pdf/2208.14678
A Comparative Study On Three Selective Cloud Providers,https://arxiv.org/pdf/2208.14482
"Software Update Practices on Smart Home <span class=""search-hit mathjax"">IoT</span> Devices",https://arxiv.org/pdf/2208.14367
The Role of Feedback in AoI Optimization Under Limited Transmission Opportunities,https://arxiv.org/pdf/2208.14128
Performance Study of Time Series Databases,https://arxiv.org/pdf/2208.13982
Neural Architecture Search for Improving Latency-Accuracy Trade-off in Split Computing,https://arxiv.org/pdf/2208.13968
"A Comprehensive Survey on Aerial Mobile Edge Computing: Challenges, State-of-the-Art, and Future Directions",https://arxiv.org/pdf/2208.13965
"Joint Optimization of Resource Allocation, Phase Shift and UAV Trajectory for Energy-Efficient RIS-Assisted UAV-Enabled MEC Systems",https://arxiv.org/pdf/2208.13958
"An Effective Technique for Increasing Capacity and Improving Bandwidth in 5G NB-<span class=""search-hit mathjax"">IoT</span>",https://arxiv.org/pdf/2208.13849
"Quality of Experience Optimization in <span class=""search-hit mathjax"">IoT</span> Energy Services",https://arxiv.org/pdf/2208.13506
When Internet of Things meets Metaverse: Convergence of Physical and Cyber Worlds,https://arxiv.org/pdf/2208.13501
"<span class=""search-hit mathjax"">IoT</span> Droplocks: Wireless Fingerprint Theft Using Hacked Smart Locks",https://arxiv.org/pdf/2208.13343
Bipolar Almost Equiangular Tight Frames for NOMA Systems,https://arxiv.org/pdf/2208.13260
"RL-DistPrivacy: Privacy-Aware Distributed Deep Inference for low latency <span class=""search-hit mathjax"">IoT</span> systems",https://arxiv.org/pdf/2208.13032
A Federated Learning-enabled Smart Street Light Monitoring Application: Benefits and Future Challenges,https://arxiv.org/pdf/2208.12996
"BlueTiSCH: A Multi-PHY Simulation of Low-Power 6TiSCH <span class=""search-hit mathjax"">IoT</span> Networks",https://arxiv.org/pdf/2208.12983
Complexity-Driven CNN Compression for Resource-constrained Edge AI,https://arxiv.org/pdf/2208.12816
Towards Sustainable Internet of Underwater Things: UAV-aided Energy Efficient Wake-up Solutions,https://arxiv.org/pdf/2208.12065
"Overbook in Advance, Trade in Future: Computing Resource Provisioning in Hybrid Device-Edge-Cloud Networks",https://arxiv.org/pdf/2208.11972
"Intelligent Random Access Framework for Massive and Ultra-Reliable Low Latency <span class=""search-hit mathjax"">IoT</span> Communications",https://arxiv.org/pdf/2208.11956
"Investigating the Requirements for Building a Blockchain Simulator for <span class=""search-hit mathjax"">IoT</span> Applications",https://arxiv.org/pdf/2208.11207
"An Experimental Investigation of Tuning QUIC-Based Publish-Subscribe Architectures in <span class=""search-hit mathjax"">IoT</span>",https://arxiv.org/pdf/2208.11178
MetaFi: Device-Free Pose Estimation via Commodity WiFi for Metaverse Avatar Simulation,https://arxiv.org/pdf/2208.10414
"Enhanced <span class=""search-hit mathjax"">IoT</span> Batteryless D2D Communications Using Reconfigurable Intelligent Surfaces",https://arxiv.org/pdf/2208.10379
"A Survey on Chirp Spread Spectrum-based Waveform Design for <span class=""search-hit mathjax"">IoT</span>",https://arxiv.org/pdf/2208.10274
"A Survey of Distributed Ledger Technology for <span class=""search-hit mathjax"">IoT</span> Verticals",https://arxiv.org/pdf/2208.10120
Doubling the Number of Connected Devices in Narrow-band Internet of Things while Maintaining System Performance: An STC-based Approach,https://arxiv.org/pdf/2208.10112
Joint Communications and Sensing Employing Optimized MIMO-OFDM Signals,https://arxiv.org/pdf/2208.09791
"Privacy-Preserving Protocols for Smart Cameras and Other <span class=""search-hit mathjax"">IoT</span> Devices",https://arxiv.org/pdf/2208.09776
"Usable Security for an <span class=""search-hit mathjax"">IoT</span> OS: Integrating the Zoo of Embedded Crypto Components Below a Common API",https://arxiv.org/pdf/2208.09281
"IoTreeplay: Synchronous Distributed Traffic Replay in <span class=""search-hit mathjax"">IoT</span> Environments",https://arxiv.org/pdf/2208.09270
"Visible light backscattering with applications to the Internet of Things: State-of-the-art, challenges, and opportunities",https://arxiv.org/pdf/2208.08889
"<span class=""search-hit mathjax"">IoT</span> based Smart Water Quality Prediction for Biofloc Aquaculture",https://arxiv.org/pdf/2208.08866
"MPInspector: A Systematic and Automatic Approach for Evaluating the Security of <span class=""search-hit mathjax"">IoT</span> Messaging Protocols",https://arxiv.org/pdf/2208.08751
"Autonomous Resource Management in Construction Companies Using Deep Reinforcement Learning Based on <span class=""search-hit mathjax"">IoT</span>",https://arxiv.org/pdf/2208.08087
Recent Advances of Blockchain and its Applications,https://arxiv.org/pdf/2208.07993
The least-used key selection method for information retrieval in large-scale Cloud-based service repositories,https://arxiv.org/pdf/2208.07955
"Inhale: Enabling High-Performance and Energy-Efficient In-SRAM Cryptographic Hash for <span class=""search-hit mathjax"">IoT</span>",https://arxiv.org/pdf/2208.07570
"Using Artificial Intelligence and <span class=""search-hit mathjax"">IoT</span> for Constructing a Smart Trash Bin",https://arxiv.org/pdf/2208.07247
A Blockchain-based Decentralised and Dynamic Authorisation Scheme for the Internet of Things,https://arxiv.org/pdf/2208.07060
"A Domain-Specific Language for Simulation-Based Testing of <span class=""search-hit mathjax"">IoT</span> Edge-to-Cloud Solutions",https://arxiv.org/pdf/2208.06954
