The pathfinder Dragonfly Spectral Line Mapper: Pushing the limits for ultra-low surface brightness spectroscopy,https://arxiv.org/pdf/2209.07487
Astromorphic Self-Repair of Neuromorphic Hardware Systems,https://arxiv.org/pdf/2209.07428
ESAVE: Estimating Server and Virtual Machine Energy,https://arxiv.org/pdf/2209.07394
"Do Cloud Developers Prefer CLIs or Web Consoles? CLIs Mostly, Though It Varies by Task",https://arxiv.org/pdf/2209.07365
Snowmass Computational Frontier: Topical Group Report on Experimental Algorithm Parallelization,https://arxiv.org/pdf/2209.07356
A-SLOTH: Ancient Stars and Local Observables by Tracing Halos,https://arxiv.org/pdf/2209.07339
"CUBES and its <span class=""search-hit mathjax"">software</span> ecosystem: instrument simulation, control, and data processing",https://arxiv.org/pdf/2209.07294
"MDE for Machine Learning-Enabled <span class=""search-hit mathjax"">Software</span> Systems: A Case Study and Comparison of MontiAnna &amp; ML-Quadrat",https://arxiv.org/pdf/2209.07282
Conceptual Modeling of the Whole-Part Relationship,https://arxiv.org/pdf/2209.07223
On the acceptance by code reviewers of candidate security patches suggested by Automated Program Repair tools,https://arxiv.org/pdf/2209.07211
The Son-Of-X-shooter (SOXS) Data-Reduction Pipeline,https://arxiv.org/pdf/2209.07194
Adaptive Fairness Improvement Based on Causality Analysis,https://arxiv.org/pdf/2209.07190
"Two case studies on implementing best practices for <span class=""search-hit mathjax"">Software</span> Process Improvement",https://arxiv.org/pdf/2209.07172
AutoUpdate: Automatically Recommend Code Updates for Android Apps,https://arxiv.org/pdf/2209.07048
"SQL and NoSQL Databases <span class=""search-hit mathjax"">Software</span> architectures performance analysis and assessments -- A Systematic Literature review",https://arxiv.org/pdf/2209.06977
Task-adaptive physical reservoir computing,https://arxiv.org/pdf/2209.06962
Interpolation-based immersed finite element and isogeometric analysis,https://arxiv.org/pdf/2209.06892
ADAMANT: A Pipeline for Adaptable Manipulation Tasks,https://arxiv.org/pdf/2209.06888
Experimental benchmarking of an automated deterministic error suppression workflow for quantum algorithms,https://arxiv.org/pdf/2209.06864
The Future of Quantum Computing with Superconducting Qubits,https://arxiv.org/pdf/2209.06841
Empowering GNNs with Fine-grained Communication-Computation Pipelining on Multi-GPU Platforms,https://arxiv.org/pdf/2209.06800
Sources of Residual Autocorrelation in Multiband Task fMRI and Strategies for Effective Mitigation,https://arxiv.org/pdf/2209.06783
